file_name,PDF_Component_Names,PDF_Topics
B2-12  ESA_Appendix_E_Part3of5 (A3Q6G8),Appendix E: TERA Wetlands Survey Results Summary,Vegetation
B2-13 ESA_Appendix_E_Part4of5 ( A3Q6G9),Appendix E: TERA Wetlands Survey Results Summary,Land
B2-13 ESA_Appendix_E_Part4of5 ( A3Q6G9),Appendix E: TERA Wetlands Survey Results Summary,Water
B2-13 ESA_Appendix_E_Part4of5 ( A3Q6G9),Appendix E: TERA Wetlands Survey Results Summary,Vegetation
B2-14  ESA_Appendix_E_Part5of5 (A3Q6H0),Appendix E: TERA Wetlands Survey Results Summary,Land
B2-14  ESA_Appendix_E_Part5of5 (A3Q6H0),Appendix E: TERA Wetlands Survey Results Summary,Water
B2-14  ESA_Appendix_E_Part5of5 (A3Q6H0),Appendix E: TERA Wetlands Survey Results Summary,Vegetation
B2-15  ESA_Appendix_F (A3Q6H1),Appendix F: TERA Vegetation Survey Results Summary,Vegetation
B2-16 ESA_Appendix_G_Part1of4 (A3Q6H2),Appendix G: TERA Aquatics Summary Report,Water
B2-17  ESA_Appendix_G_Part2of4 (A3Q6H3),Appendix G: TERA Aquatics Summary Report,Water
B2-18   ESA_Appendix_G_Part3of4 (A3Q6H4),Appendix G: TERA Aquatics Summary Report,Water
B2-19  ESA_Appendix_G_Part4of4 (A3Q6H5),Appendix G: TERA Aquatics Summary Report,Water
B2-20  Volume 6 - ESA_Appendix_H (A3Q6H6),Appendix H: TERA Wildlife Summary Report,Wildlife
B2-21  ESA_Appendix_I-J (A3Q6H7),"Appendix I: Air Quality Technical Data Report, Noise Technical Data Report",Air
B2-21  ESA_Appendix_I-J (A3Q6H7),"Appendix I: Air Quality Technical Data Report, Noise Technical Data Report",Human
B2-21  ESA_Appendix_I-J (A3Q6H7),"Appendix I: Air Quality Technical Data Report, Noise Technical Data Report",Technology
B2-22  ESA_Appendix_K (A3Q6H8),Appendix K: Navigable Waters Site Records Socio-economic Technical Data Report Project Inclusion List,Water
B2-22  ESA_Appendix_K (A3Q6H8),Appendix K: Navigable Waters Site Records Socio-economic Technical Data Report Project Inclusion List,Human
B2-22  ESA_Appendix_K (A3Q6H8),Appendix K: Navigable Waters Site Records Socio-economic Technical Data Report Project Inclusion List,Technology
B2-23 ESA_Appendix_L_Part1of3 (A3Q6H9),Appendix L: Socio-economic Technical Data Report,Human
B2-23 ESA_Appendix_L_Part1of3 (A3Q6H9),Appendix L: Socio-economic Technical Data Report,Technology
B2-24  ESA_Appendix_L_Part2of3 (A3Q6I0),Appendix L: Socio-economic Technical Data Report,Human
B2-24  ESA_Appendix_L_Part2of3 (A3Q6I0),Appendix L: Socio-economic Technical Data Report,Technology
B2-25  ESA_Appendix_L_Part3of3 (A3Q6I1),Appendix L: Socio-economic Technical Data Report,Human
B2-25  ESA_Appendix_L_Part3of3 (A3Q6I1),Appendix L: Socio-economic Technical Data Report,Technology
B2-26  ESA_Appendix_M-N_Part1of2 (A3Q6I2),"Appendix M: Project Inclusion List, Environmental Protection Plan",other
B2-27  ESA_Appendix_N_Part2of2 (A3Q6I3),Appendix N: Environmental Protection Plan,other
B2-28  Volume 7 - AppendixO_NM_EnvironmentalAlignmentSheets_Part1 (A3Q6I4),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-29  AppendixO_NM_EnvironmentalAlignmentSheets_Part2 (A3Q6I5),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-30 AppendixO_NM_EnvironmentalAlignmentSheets_Part3 (A3Q6I6),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-31  AppendixO_NM_EnvironmentalAlignmentSheets_Part4 (A3Q6I7),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-32  AppendixO_NM_EnvironmentalAlignmentSheets_Part5 (A3Q6I8),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-33  AppendixO_NM_EnvironmentalAlignmentSheets_Part6 (A3Q6I9),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-34  AppendixO_NM_EnvironmentalAlignmentSheets_Part7 (A3Q6J0),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-35  AppendixO_NM_EnvironmentalAlignmentSheets_Part8 (A3Q6J1),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-36  AppendixO_NM_EnvironmentalAlignmentSheets_Part9 (A3Q6J2),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-37  AppendixO_NM_EnvironmentalAlignmentSheets_Part10 ( A3Q6J3),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-38  AppendixO_NM_EnvironmentalAlignmentSheets_Part11 (A3Q6J4),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-39  AppendixO_NM_EnvironmentalAlignmentSheets_Part12 (A3Q6J5),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-40  AppendixO_NM_EnvironmentalAlignmentSheets_Part13 (A3Q6J6),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-41  AppendixO_NM_EnvironmentalAlignmentSheets_Part14 (A3Q6J7),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-42  AppendixO_NM_EnvironmentalAlignmentSheets_Part15 (A3Q6J8),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-43  AppendixO_NM_EnvironmentalAlignmentSheets_Part16 (A3Q6J9),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-44  AppendixO_NM_EnvironmentalAlignmentSheets_Part17 (A3Q6K0),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-45 AppendixO_NM_EnvironmentalAlignmentSheets_Part18 (A3Q6K1),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-46  AppendixO_NM_EnvironmentalAlignmentSheets_Part19 (A3Q6K2),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-47 AppendixO_NM_EnvironmentalAlignmentSheets_Part20 (A3Q6K3),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-48  AppendixO_NM_EnvironmentalAlignmentSheets_Part21 (A3Q6K4),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-49  AppendixO_NM_EnvironmentalAlignmentSheets_Part22 (A3Q6K5),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-50  AppendixO_NM_EnvironmentalAlignmentSheets_Part23 (A3Q6K6),Appendix O: Environmental Alignment Sheets,Alignment Sheet
B2-01_ESA_Main_Sec_1_to_5_Part1of12 - A4K2Q6,"Executive Summary, Table of Contents, Section 1: Introduction",other
B2-02_ESA_Main_Sec_1_to_5_Part2of12 - A4K2Q7,"Section 2: Project Description, Section 3: Consultation and Engagement, Section 4: Route and Facility Site Selection, Section 5: Environmental and Socio-Economic Effects Assessment Method",Human
B2-02_ESA_Main_Sec_1_to_5_Part2of12 - A4K2Q7,"Section 2: Project Description, Section 3: Consultation and Engagement, Section 4: Route and Facility Site Selection, Section 5: Environmental and Socio-Economic Effects Assessment Method",Traditional Knowledge
B2-03_ESA_Main_Sec_1_to_5_Part3of12 - A4K2Q8,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-04_ESA_Main_Sec_1_to_5_Part4of12 - A4K2Q9,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-05_ESA_Main_Sec_1_to_5_Part5of12 - A4K2R0,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-06_ESA_Main_Sec_1_to_5_Part6of12 - A4K2R1,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-07_ESA_Main_Sec_1_to_5_Part7of12 - A4K2R2,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-08_ESA_Main_Sec_1_to_5_Part8of12 - A4K2R3,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-09_ESA_Main_Sec_1_to_5_Part9of12 - A4K2R4,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-10_ESA_Main_Sec_1_to_5_Part10of12 - A4K2R5,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-11_ESA_Main_Sec_1_to_5_Part11of12 - A4K2R6,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-12_ESA_Main_Sec_1_to_5_Part12of12 - A4K2R7,Section 5: Environmental and Socio-Economic Effects Assessment Method,Human
B2-13_ESA_Main_Sec_6_Part1of1 - A4K2R8,Section 6: Environment and Socio-Economic Settings,Human
B2-14_ESA_Main_Sec_7_Part1of1 - A4K2R9,Section 7: Environment and Socio-Economic Effects Assessment,Human
B2-15_ESA_Main_Sec_8_Part1of2 - A4K2S0,Section 8: Cumulative Effects Assessment,other
B2-16_ESA_Main_Sec_8_Part2of2 - A4K2S1,Section 8: Cumulative Effects Assessment,other
B2-17_ESA_Main_Sec_9_to_12_Part1of1 - A4K2S2,"Section 9: Environmental Compliance Strategy, Section 10: Post-Construction Monitoring and Follow-Up Program, Section 11: Supplemental Studies, Section 12: Conclusion",other
B2-18_ESA_Appendix_1A_Boundary_EPP_Part1of1 - A4K2S3,Appendix 1A: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Northwest Mainline Loop Boundary Lake Section,Air
B2-19_ESA_Appendix_1B_BearCanyon_EPP_Part1of1 - A4K2S4,Appendix 1B: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Northwest Mainline Loop No. 2 Bear Canyon Section,Air
B2-20_ESA_Appendix_1C_McLeodRiver_EPP_Part1of1 - A4K2S5,Appendix 1C: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Grand Prairie Mainline Loop No. 2 Macleod River Section,Air
B2-20_ESA_Appendix_1C_McLeodRiver_EPP_Part1of1 - A4K2S5,Appendix 1C: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Grand Prairie Mainline Loop No. 2 Macleod River Section,Water
B2-21_ESA_Appendix_1D_LiegeLateral_EPP_Part1of1 - A4K2S6,Appendix 1D: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Liege Lateral Loop No. 2 Pelican Lake Section,Air
B2-22_ESA_Appendix_1E_Kettle_EPP_Part1of1 - A4K2S7,Appendix 1E: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Kettle River Lateral Loop Christina River Section,Air
B2-22_ESA_Appendix_1E_Kettle_EPP_Part1of1 - A4K2S7,Appendix 1E: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Kettle River Lateral Loop Christina River Section,Water
B2-23_ESA_Appendix_1F_Alces_EPP_Part1of1 - A4K2S8,Appendix 1F: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Alces River Compressor Station Unit Addition,Air
B2-23_ESA_Appendix_1F_Alces_EPP_Part1of1 - A4K2S8,Appendix 1F: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Alces River Compressor Station Unit Addition,Water
B2-24_ESA_Appendix_1G_Otter_EPP_Part1of1 - A4K2S9,Appendix 1G: Environmental Protection Plan for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Otter Lake Compressor Station Unit Addition,Air
B2-25_ESA_Appendix_2_Alignment_Sheets_Part1of5 - A4K2T0,Appendix 2: Environmental Alignment Sheet Package,Alignment Sheet
B3-26_ESA_Appendix_2_Alignment_Sheets_Part2of5 - A4K2T2,Appendix 2: Environmental Alignment Sheet Package,Alignment Sheet
B3-27_ESA_Appendix_2_Alignment_Sheets_Part3of5 - A4K2T3,Appendix 2: Environmental Alignment Sheet Package,Alignment Sheet
B3-28_ESA_Appendix_2_Alignment_Sheets_Part4of5 - A4K2T4,Appendix 2: Environmental Alignment Sheet Package,Alignment Sheet
B3-29_ESA_Appendix_2_Alignment_Sheets_Part5of5 - A4K2T5,Appendix 2: Environmental Alignment Sheet Package,Alignment Sheet
B3-30_ESA_Appendix_3A_Soil_Survey_Bear_Canyon_Part1of1 - A4K2T6,Appendix 3A: Soil Survery for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Northwest Mainline Loop No. 2 Bear Canyon Section,Land
B3-30_ESA_Appendix_3A_Soil_Survey_Bear_Canyon_Part1of1 - A4K2T6,Appendix 3A: Soil Survery for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Northwest Mainline Loop No. 2 Bear Canyon Section,Air
B3-30_ESA_Appendix_3A_Soil_Survey_Bear_Canyon_Part1of1 - A4K2T6,Appendix 3A: Soil Survery for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion Northwest Mainline Loop No. 2 Bear Canyon Section,Vegetation
B3-31_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part1of2 - A4K2T7,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Land
B3-31_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part1of2 - A4K2T7,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Air
B3-31_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part1of2 - A4K2T7,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Water
B3-31_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part1of2 - A4K2T7,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Vegetation
B3-31_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part1of2 - A4K2T7,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Technology
B3-32_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part2of2 - A4K2T8,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Land
B3-32_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part2of2 - A4K2T8,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Air
B3-32_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part2of2 - A4K2T8,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Water
B3-32_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part2of2 - A4K2T8,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Vegetation
B3-32_ESA_Appendix_3B_McLeodRiver_SoilsandTerrain_TDR_Part2of2 - A4K2T8,Appendix 3B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Soils and Terrain Technical Data Report,Technology
B3-33_ESA_Appendix_4_AQ_TDR_Part1of2 - A4K2T9,Appendix 4: Air Quality and Greenhouse Gas Emissions Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Air
B3-33_ESA_Appendix_4_AQ_TDR_Part1of2 - A4K2T9,Appendix 4: Air Quality and Greenhouse Gas Emissions Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Technology
B3-34_ESA_Appendix_4_AQ_TDR_Part2of2 - A4K2U0,Appendix 4: Air Quality and Greenhouse Gas Emissions Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Air
B3-34_ESA_Appendix_4_AQ_TDR_Part2of2 - A4K2U0,Appendix 4: Air Quality and Greenhouse Gas Emissions Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Technology
B3-35_ESA_Appendix_5_Noise_TDR_Part1of1 - A4K2U1,Appendix 5: Noise Impact Assessment Technical Data Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Air
B3-35_ESA_Appendix_5_Noise_TDR_Part1of1 - A4K2U1,Appendix 5: Noise Impact Assessment Technical Data Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Human
B3-35_ESA_Appendix_5_Noise_TDR_Part1of1 - A4K2U1,Appendix 5: Noise Impact Assessment Technical Data Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Technology
B3-36_ESA_Appendix_6A_Aquatics_TDR_Part1of4 - A4K2U2,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Air
B3-36_ESA_Appendix_6A_Aquatics_TDR_Part1of4 - A4K2U2,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Water
B3-36_ESA_Appendix_6A_Aquatics_TDR_Part1of4 - A4K2U2,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Technology
B3-37_ESA_Appendix_6A_Aquatics_TDR_Part2of4 - A4K2U3,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Air
B3-37_ESA_Appendix_6A_Aquatics_TDR_Part2of4 - A4K2U3,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Water
B3-37_ESA_Appendix_6A_Aquatics_TDR_Part2of4 - A4K2U3,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Technology
B3-38_ESA_Appendix_6A_Aquatics_TDR_Part3of4 - A4K2U4,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Air
B3-38_ESA_Appendix_6A_Aquatics_TDR_Part3of4 - A4K2U4,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Water
B3-38_ESA_Appendix_6A_Aquatics_TDR_Part3of4 - A4K2U4,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Technology
B3-39_ESA_Appendix_6A_Aquatics_TDR_Part4of4 - A4K2U9,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Air
B3-39_ESA_Appendix_6A_Aquatics_TDR_Part4of4 - A4K2U9,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Water
B3-39_ESA_Appendix_6A_Aquatics_TDR_Part4of4 - A4K2U9,Appendix 6A: Aquatics Technical Report for the Proposed NOVA Gas Transmission Ltd. 2017 NGTL System Expansion,Technology
B3-40_ESA_Appendix_6B_McLeodRiver_Fish_TDR_Part1of1 - A4K2V3,Appendix 6B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Fish and Fish Habitat Technical Data Report,Air
B3-40_ESA_Appendix_6B_McLeodRiver_Fish_TDR_Part1of1 - A4K2V3,Appendix 6B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Fish and Fish Habitat Technical Data Report,Water
B3-40_ESA_Appendix_6B_McLeodRiver_Fish_TDR_Part1of1 - A4K2V3,Appendix 6B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Fish and Fish Habitat Technical Data Report,Wildlife
B3-40_ESA_Appendix_6B_McLeodRiver_Fish_TDR_Part1of1 - A4K2V3,Appendix 6B: NOVA Gas Transmission Ltd. 2017 NGTL System Expansion: Mcleod River Section Fish and Fish Habitat Technical Data Report,Technology
